,B__Prev,B__Age,B__Height,B__Weight,Last_round,Max_round,R__Prev,R__Age,R__Height,R__Weight,Streak,TIPClinch Time,TIPMisc. Ground Control Time,TIPMount Control Time,TIPDistance Time,TIPGround Control Time,TIPGuard Control Time,TIPGround Time,TIPBack Control Time,TIPSide Control Time,TIPControl Time,StrikesPunchesLanded,StrikesDistance Body PunchesLanded,TIPHalf Guard Control Time,StrikesLeg Total Strikes,StrikesClinch Leg Strikes,StrikesGround Significant Punches,StrikesGround Leg Strikes,GrapplingSubmissions,StrikesLegs Significant Strikes,StrikesHead Significant Strikes,StrikesDistance Body Punches,StrikesDistance Body Kicks,StrikesPunches,StrikesBody Significant Strikes,StrikesHead Total Strikes,StrikesSignificant Strikes,winner,B_HomeTown,B_Location,R_HomeTown,R_Location,B_name,R_name,B_W_Category,R_W_Category
0,0,38.0,193.0,120.0,3,3,0,39.0,190.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,253,10,279,244,Alistair Overeem,Frank Mir,Heavyweight,Heavyweight
1,0,36.0,172.0,65.0,5,5,0,32.0,170.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,114,98,316,365,Ricardo Lamas,Jose Aldo,Featherweight,Featherweight
2,0,39.0,167.0,61.0,1,5,0,31.0,167.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,277,421,362,365,Urijah Faber,Renan Barao,Bantamweight,Bantamweight
3,0,33.0,167.0,56.0,3,3,0,37.0,160.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,552,431,500,457,Danny Martinez,Chris Cariaso,Flyweight,Flyweight
4,0,36.0,185.0,84.0,3,3,0,37.0,182.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,595,464,147,60,Tom Watson,Nick Catone,Light Heavyweight	,Light Heavyweight
5,0,35.0,180.0,70.0,3,3,0,33.0,172.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,412,198,299,Alan Patrick,John Makdessi,Lightweight,Lightweight
6,0,26.0,175.0,70.0,3,3,0,31.0,175.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,151,271,624,482,Kevin Lee,Al Iaquinta,Lightweight,Lightweight
7,0,33.0,175.0,70.0,3,3,0,28.0,182.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,140,113,413,55,Rashid Magomedov,Tony Martin,Lightweight,Lightweight
8,0,36.0,180.0,77.0,3,3,0,31.0,190.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,723,566,63,134,Gasan Umalatov,Neil Magny,Welterweight,Welterweight
9,0,33.0,162.0,56.0,3,3,0,28.0,160.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,139,137,416,332,Ali Bagautinov,John Lineker,Flyweight,Bantamweight
10,0,35.0,172.0,70.0,2,3,0,33.0,172.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,228,55,429,443,Abel Trujillo,Jamie Varner,Lightweight,Lightweight
11,0,27.0,190.0,84.0,3,3,0,31.0,187.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,27,12,206,19,Andy Enz,Clint Hester,Light Heavyweight	,
12,0,33.0,187.0,84.0,5,5,0,40.0,185.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,639,275,486,30,Gegard Mousasi,Lyoto Machida,Light Heavyweight	,Light Heavyweight
13,0,36.0,190.0,84.0,3,3,0,38.0,185.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,466,329,152,365,Francis Carmont,Jacare Souza,Light Heavyweight	,Light Heavyweight
14,0,33.0,177.0,77.0,3,3,0,40.0,175.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,505,378,468,122,Joe Proctor,Cristiano Marcello,Welterweight,Lightweight
15,0,32.0,182.0,77.0,3,3,0,34.0,182.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,77,477,243,436,Nico Musoke,Viscardi Andrade,Welterweight,Welterweight
16,0,29.0,172.0,65.0,3,3,0,28.0,177.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,420,340,513,200,Andy Ogle,Charles Oliveira,Featherweight,Lightweight
17,0,27.0,172.0,65.0,3,3,0,33.0,170.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,229,205,81,82,Zubaira Tukhugov,Douglas Silva de Andrade,Featherweight,Bantamweight
18,0,37.0,175.0,70.0,3,3,0,38.0,170.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,520,179,4,476,Ivan Jorge,Rodrigo Damm,Lightweight,Lightweight
19,0,33.0,162.0,56.0,3,3,0,38.0,175.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,284,433,320,409,Wilson Reis,Iuri Alcantara,Flyweight,Bantamweight
20,0,34.0,172.0,65.0,3,3,0,30.0,172.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,105,506,513,397,Maximo Blanco,Felipe Arantes,Featherweight,Bantamweight
21,0,33.0,177.0,77.0,1,3,0,34.0,182.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,506,619,476,Takenori Sato,Erick Silva,Welterweight,Welterweight
22,0,26.0,180.0,77.0,3,3,0,35.0,187.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,407,171,529,409,Albert Tumenov,Ildemar Alcantara,Welterweight,Light Heavyweight
23,0,33.0,190.0,77.0,5,5,0,32.0,177.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,579,449,64,69,Hyun Gyu Lim,Tarec Saffiedine,Welterweight,Welterweight
24,0,29.0,175.0,65.0,2,3,0,40.0,170.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,497,54,225,208,Sean Soriano,Tatsuya Kawajiri,Featherweight,Featherweight
25,0,36.0,180.0,77.0,1,3,0,37.0,177.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,520,412,407,328,Luiz Dutra,Kiichi Kunimoto,Welterweight,Welterweight
26,0,33.0,165.0,61.0,3,3,0,31.0,175.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,441,351,67,71,Shunichi Shimizu,Kyung Ho Kang,Bantamweight,Bantamweight
27,0,34.0,190.0,70.0,3,3,0,36.0,172.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,571,4,250,449,Quinn Mulhern,Katsunori Kikuno,Lightweight,Featherweight
28,0,31.0,167.0,56.0,1,3,0,29.0,170.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,632,495,214,198,Jon Delos Reyes,Dustin Kimura,Flyweight,Bantamweight
29,0,35.0,175.0,70.0,3,3,0,30.0,175.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,579,449,195,475,Tae Hyun Bang,Mairbek Taisumov,Lightweight,Lightweight
30,0,28.0,193.0,65.0,2,3,0,26.0,180.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,535,296,390,481,Will Chope,Max Holloway,Featherweight,Featherweight
31,0,40.0,180.0,61.0,3,3,0,31.0,170.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,569,28,523,406,Dave Galera,Royston Wee,Bantamweight,Bantamweight
32,0,32.0,170.0,61.0,2,3,0,35.0,170.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,252,225,600,406,Russell Doane,Leandro Issa,Bantamweight,Bantamweight
33,0,38.0,185.0,93.0,2,5,0,31.0,195.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,536,283,23,423,Jimi Manuwa,Alexander Gustafsson,,
34,0,35.0,177.0,93.0,1,3,0,45.0,198.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,356,299,83,372,Ilir Latifi,Cyrille Diabate,,
35,0,39.0,162.0,56.0,3,3,0,40.0,167.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,160,157,138,147,Neil Seery,Brad Pickett,Flyweight,Bantamweight
36,0,30.0,182.0,84.0,1,3,0,30.0,180.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,308,298,460,364,Omari Akhmedov,Gunnar Nelson,Light Heavyweight	,Welterweight
37,0,32.0,187.0,77.0,3,3,0,37.0,185.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,152,152,58,2,Danny Mitchell,Igor Araujo,Welterweight,Welterweight
38,0,36.0,180.0,77.0,3,3,0,29.0,185.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,530,412,38,285,Claudio Silva,Bradley Scott,Welterweight,Welterweight
39,0,34.0,185.0,77.0,1,3,0,30.0,198.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,245,125,297,75,Mats Nilsson,Luke Barnatt,Welterweight,Light Heavyweight
40,0,34.0,160.0,56.0,1,3,0,35.0,162.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,718,221,444,354,Louis Gaudinot,Phil Harris,Flyweight,Flyweight
41,0,40.0,185.0,77.0,3,3,0,29.0,182.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,575,444,452,299,Demian Maia,Rory MacDonald,Welterweight,Welterweight
42,0,30.0,180.0,77.0,3,3,0,43.0,182.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,641,46,131,245,TJ Waldburger,Mike Pyle,Welterweight,Welterweight
43,0,32.0,167.0,61.0,3,3,0,36.0,165.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,575,444,457,6,Pedro Munhoz,Raphael Assuncao,Bantamweight,Bantamweight
44,0,35.0,182.0,77.0,1,3,0,27.0,182.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,583,456,339,433,Stephen Thompson,Robert Whittaker,Welterweight,Light Heavyweight
45,0,38.0,167.0,61.0,1,5,0,31.0,170.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,630,422,470,472,Sara McMann,Ronda Rousey,Bantamweight,Bantamweight
46,0,32.0,167.0,56.0,3,3,0,34.0,167.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,52,108,381,389,Jessica Eye,Alexis Davis,Flyweight,Flyweight
47,0,29.0,170.0,61.0,3,3,0,31.0,177.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,343,523,52,477,Aljamain Sterling,Cody Gibson,Bantamweight,Bantamweight
48,0,30.0,177.0,70.0,1,3,0,36.0,172.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,109,323,457,488,Erik Koch,Rafaello Oliveira,Lightweight,Lightweight
49,0,34.0,162.0,56.0,3,3,0,35.0,162.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,323,474,46,342,Joshua Sampo,Zach Makovsky,Flyweight,Flyweight
50,0,33.0,172.0,70.0,3,3,0,35.0,172.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,240,319,59,322,Yosdenis Cedeno,Ernest Chavez,Lightweight,Lightweight
51,0,32.0,180.0,70.0,3,3,0,40.0,172.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,482,386,21,3,Elias Silverio,Isaac Vallie-Flagg,Lightweight,Lightweight
52,0,32.0,172.0,65.0,2,3,0,34.0,185.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,601,471,27,103,Sam Sicilia,Cole Miller,Featherweight,Featherweight
53,0,34.0,167.0,61.0,3,3,0,32.0,167.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,697,85,20,133,Mike Easton,TJ Dillashaw,Bantamweight,Bantamweight
54,0,38.0,180.0,84.0,1,5,0,33.0,190.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,334,285,509,393,Costas Philippou,Luke Rockhold,Light Heavyweight	,Light Heavyweight
55,0,30.0,185.0,84.0,3,3,0,32.0,180.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,292,271,470,367,Brad Tavares,Lorenz Larkin,Light Heavyweight	,Welterweight
56,0,37.0,187.0,84.0,3,3,0,37.0,190.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,521,360,614,458,Brian Houston,Trevor Smith,Light Heavyweight	,Light Heavyweight
57,0,29.0,177.0,70.0,1,3,0,37.0,177.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,213,562,213,488,Beneil Dariush,Charlie Brenneman,Lightweight,Lightweight
58,0,35.0,177.0,70.0,3,3,0,30.0,180.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,363,42,104,385,Justin Edwards,Ramsey Nijem,Lightweight,Lightweight
59,0,34.0,185.0,84.0,3,3,0,41.0,182.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,710,555,431,104,Derek Brunson,Yoel Romero,Light Heavyweight	,Light Heavyweight
60,0,37.0,182.0,70.0,3,3,0,35.0,177.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,270,238,275,404,Garett Whiteley,Vinc Pichel,Lightweight,Lightweight
61,0,29.0,165.0,56.0,3,3,0,34.0,167.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,219,188,430,344,Dustin Ortiz,John Moraga,Flyweight,Flyweight
62,0,27.0,175.0,56.0,3,3,0,32.0,165.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,252,251,239,260,Louis Smolka,Alptekin Ozkilic,Flyweight,Flyweight
63,0,39.0,187.0,109.0,3,3,0,36.0,193.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,520,560,154,210,Gabriel Gonzaga,Stipe Miocic,Heavyweight,Heavyweight
64,0,36.0,167.0,61.0,3,3,0,32.0,175.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,368,427,357,101,Hugo Viana,Junior Hernandez,Bantamweight,Bantamweight
65,0,40.0,177.0,70.0,5,5,0,34.0,175.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,557,436,100,177,Josh Thomson,Benson Henderson,Lightweight,Welterweight
66,0,32.0,175.0,65.0,3,3,0,34.0,177.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,150,433,439,350,Jeremy Stephens,Darren Elkins,Featherweight,Featherweight
67,0,32.0,177.0,70.0,3,3,0,40.0,175.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,342,284,12,58,Jesse Ronson,Francisco Trinaldo,Lightweight,Lightweight
68,0,35.0,175.0,70.0,3,3,0,32.0,177.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,414,111,549,51,Melvin Guillard,Michael Johnson,Lightweight,Featherweight
69,0,37.0,187.0,93.0,1,3,0,39.0,180.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,157,55,273,389,Patrick Cummins,Daniel Cormier,,Heavyweight
70,0,37.0,175.0,65.0,3,3,0,33.0,167.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,565,197,340,292,Yaotzin Meza,Chico Camus,Featherweight,Flyweight
71,0,35.0,175.0,65.0,3,3,0,33.0,170.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,188,196,114,201,Rob Whiteford,Daniel Pineda,Featherweight,Featherweight
72,1,37.0,177.0,70.0,2,3,0,39.0,175.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,249,553,498,374,Charlie Brenneman,Danny Castillo,Lightweight,Lightweight
73,0,31.0,180.0,70.0,3,3,0,38.0,182.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,94,81,468,80,Norman Parke,Leonardo Santos,Lightweight,Lightweight
